Paper_Name,Difficulty,English_Marks,GK_Marks,Maths_Marks,Total_Marks,OTA_Total_Marks,IMA_Selection,INA_Selection,AFA_Selection,OTA_Selection
CDS 1 2022,Moderate,65.462842480037,42.763369313681174,35.064222698109376,143.29043449182754,100.52706517814637,1,1,0,0
CDS 2 2023,Moderate,58.90390196074169,43.55986764141447,34.11637040794665,136.5801400101028,93.02027236868834,1,1,0,0
Standard Mock,Moderate,57.41203937332897,54.731033375294864,50.986471705047165,163.129544453671,108.39851107837615,1,1,1,1
CDS 1 2023,Hard,52.045196819708394,35.99416612292788,35.57563523608589,123.61499817872216,87.62083205579428,1,1,0,0
Standard Mock,Moderate,71.73124637586642,46.71237427194925,38.69642192198094,157.1400425697966,110.42766829784736,1,1,1,1
CDS 2 2022,Easy,69.47716925810278,41.47879037308233,24.291238479315005,135.2471981105001,93.76840773741779,0,1,0,0
CDS 2 2022,Easy,53.060749936009444,75.7901799938211,41.429430947637066,170.28036087746761,94.4901808836465,1,1,1,0
Standard Mock,Moderate,82.31300146192632,54.01013369933348,41.380511014407574,177.70364617566736,123.6935124763339,1,1,1,1
Standard Mock,Moderate,41.989422658472606,38.54659497710114,29.57326200265978,110.10927963823352,71.56268466113238,0,0,0,0
CDS 2 2023,Moderate,53.79152401748884,42.334913067634474,33.318561814152105,129.44499889927542,87.11008583164094,0,1,0,0
CDS 1 2023,Hard,35.20700189624212,27.127083691122323,35.98328204894027,98.31736763630471,71.19028394518239,0,0,0,0
CDS 2 2022,Easy,67.39246864111149,43.96738490096292,60.740826697499735,172.10068023957413,128.13329533861122,1,1,1,1
CDS 2 2023,Moderate,34.697124772536704,61.211515619982855,32.139957781198895,128.04859817371846,66.8370825537356,0,1,0,0
CDS 1 2023,Hard,74.58347454220593,45.96039067883826,20.163603244380667,140.70746846542485,94.7470777865866,1,1,1,0
CDS 2 2023,Moderate,55.34689543219947,79.73212016420442,33.94051645695864,169.01953205336252,89.28741188915811,1,1,1,0
CDS 2 2023,Moderate,44.970296716048466,53.6123180611852,37.537396614945735,136.1200113921794,82.5076933309942,1,1,0,0
CDS 2 2023,Moderate,70.85786324939347,51.696606474049226,35.97983153470896,158.53430125815166,106.83769478410244,1,1,1,1
CDS 1 2022,Moderate,56.08351432578209,43.881692694031074,37.69126941245107,137.65647643226424,93.77478373823317,1,1,0,0
CDS 1 2023,Hard,61.21571889856051,44.52520472682624,27.043117311650928,132.78404093703767,88.25883621021144,1,1,0,0
CDS 1 2023,Hard,54.707371863150215,39.38327531693817,39.00840200617735,133.09904918626574,93.71577386932756,1,1,0,0
Standard Mock,Moderate,42.26967531793119,37.131212389648574,47.619215007139914,127.02010271471968,89.8888903250711,0,1,0,0
Standard Mock,Moderate,53.4623366135118,64.49325711804981,29.043387059565077,146.9989807911267,82.50572367307689,1,1,1,0
Standard Mock,Moderate,38.64325786021304,60.672681708792624,66.37748533659993,165.69342490560558,105.02074319681297,1,1,1,1
CDS 2 2022,Easy,67.23238914129159,58.42664889829188,39.451059993837134,165.1100980334206,106.68344913512873,1,1,1,0
CDS 2 2023,Moderate,65.21122428379338,54.667253592041384,41.45215585950057,161.33063373533534,106.66338014329395,1,1,1,1
CDS 1 2023,Hard,55.895806812552486,38.18472059615786,28.42129263754139,122.50182004625174,84.31709945009388,1,1,0,0
Standard Mock,Moderate,58.05091719647319,55.122680667370346,46.337700968670646,159.51129883251417,104.38861816514384,1,1,1,1
CDS 1 2022,Moderate,30.596113653357197,50.3368343366253,41.55900776529761,122.4919557552801,72.1551214186548,0,0,0,0
CDS 1 2022,Moderate,59.81291243554102,61.48935263983216,31.114815469111143,152.41708054448432,90.92772790465216,1,1,1,0
CDS 1 2023,Hard,64.47526462122858,44.884627445494424,23.816978657411127,133.17687072413412,88.2922432786397,1,1,0,0
CDS 2 2023,Moderate,50.28343265458714,40.47939330492042,21.203818352110694,111.96664431161825,71.48725100669783,0,0,0,0
CDS 2 2022,Easy,73.62393472382759,61.157025041167515,49.53125045376087,184.31221021875598,123.15518517758846,1,1,1,1
CDS 1 2023,Hard,62.25095786847997,32.30222085732457,34.12942629691967,128.6826050227242,96.38038416539965,1,1,0,0
Standard Mock,Moderate,64.31922544673941,57.051495957762896,43.00409525227683,164.37481665677913,107.32332069901624,1,1,1,1
CDS 2 2022,Easy,76.88913371474644,59.217378490498994,47.083038472010635,183.18955067725605,123.97217218675706,1,1,1,1
CDS 2 2022,Easy,75.70150238316427,44.41750418526739,39.7347874075094,159.85379397594107,115.43628979067367,1,1,1,1
CDS 2 2023,Moderate,58.36933036056236,39.89786070030742,27.55097355193551,125.81816461280529,85.92030391249787,0,1,0,0
Standard Mock,Moderate,58.55481329284482,44.30446164433152,27.075800790000386,129.93507572717672,85.6306140828452,0,1,0,0
CDS 2 2023,Moderate,41.063853330462145,48.01446570434669,37.13293707372939,126.21125610853822,78.19679040419153,0,1,0,0
CDS 1 2023,Hard,46.82911368931809,51.2508416515187,35.27396534745924,133.35392068829603,82.10307903677733,1,1,0,0
CDS 2 2023,Moderate,43.924401356310256,38.77029180255242,27.372752214337858,110.06744537320053,71.2971535706481,0,0,0,0
CDS 2 2023,Moderate,50.600968988911355,45.674086334726354,43.294748419317486,139.5698037429552,93.89571740822885,1,1,0,0
CDS 1 2022,Moderate,57.35485158689389,55.62501636251072,14.961376355932465,127.94124430533708,72.31622794282636,0,0,0,0
CDS 2 2023,Moderate,47.60741605146528,51.3285232554983,35.599326302663286,134.53526560962686,83.20674235412856,1,1,0,0
CDS 2 2023,Moderate,73.60658595838652,11.765854130150096,21.911796008808878,107.28423609734548,95.5183819671954,0,0,0,0
CDS 2 2022,Easy,66.83849544753694,69.86735623527325,58.005111815108535,194.71096349791873,124.84360726264548,1,1,1,1
CDS 2 2022,Easy,67.09659415274626,64.68547115964772,35.08363814367953,166.8657034560735,102.1802322964258,1,1,1,0
CDS 1 2023,Hard,45.26453800295531,46.06564190999952,33.81086215484975,125.14104206780459,79.07540015780506,1,1,0,0
CDS 2 2023,Moderate,70.6020990749888,52.708991606145204,62.596600389110776,185.90769107024477,133.19869946409958,1,1,1,1
CDS 2 2022,Easy,59.910363742925014,33.77108914133058,39.74425687808006,133.42570976233566,99.65462062100508,0,1,0,0
CDS 2 2022,Easy,58.05286868910942,48.71093922478489,35.90717561886896,142.67098353276327,93.96004430797838,1,1,0,0
CDS 1 2023,Hard,56.52354872033722,53.452368007893654,23.420640540942394,133.39655726917326,79.9441892612796,1,1,0,0
CDS 1 2023,Hard,55.002070649181974,36.06526340184499,29.925597430891084,120.99293148191805,84.92766808007306,1,1,0,0
Standard Mock,Moderate,61.551906838589794,37.594437411469194,43.25098264667635,142.39732689673534,104.80288948526615,1,1,0,1
CDS 2 2022,Easy,58.41883510924743,38.84954891832142,36.96273971223335,134.2311237398022,95.38157482148078,0,1,0,0
CDS 2 2022,Easy,56.807421402785025,65.49267016855273,35.23779126455341,157.53788283589117,92.04521266733843,1,1,1,0
CDS 1 2022,Moderate,62.62561329001925,58.21077554601567,36.93589911367545,157.77228794971037,99.5615124036947,1,1,1,0
CDS 1 2022,Moderate,58.62628211600603,46.761338964810044,38.904648499288896,144.29226958010497,97.53093061529492,1,1,0,0
CDS 1 2023,Hard,57.653623493996285,10.73419410068285,25.337930739107343,93.72574833378647,82.99155423310363,0,0,0,0
Standard Mock,Moderate,58.65720837813696,59.114584826899105,49.227481360999406,166.99927456603547,107.88468973913636,1,1,1,1
CDS 2 2022,Easy,74.6539748459117,56.06389109153725,52.36130721806218,183.07917315551114,127.01528206397388,1,1,1,1
Standard Mock,Moderate,61.973157074055955,44.207125727675404,28.8234810456565,135.00376384738786,90.79663811971245,1,1,0,0
CDS 1 2023,Hard,61.15771149771142,38.32664469182801,39.63107549735053,139.11543168688996,100.78878699506194,1,1,1,1
Standard Mock,Moderate,55.498107351485885,55.21448098714938,35.005279588565976,145.71786792720124,90.50338694005185,1,1,1,0
Standard Mock,Moderate,45.56145183866458,41.393557806101,12.038190468627619,98.9932001133932,57.5996423072922,0,0,0,0
CDS 2 2023,Moderate,47.79287574085841,46.22663617419034,29.91859802352689,123.93810993857565,77.7114737643853,0,1,0,0
CDS 1 2022,Moderate,55.467515909769865,51.92093717522784,49.524675344707454,156.91312842970515,104.99219125447732,1,1,1,0
CDS 1 2022,Moderate,63.004743596108284,34.334002586630774,41.22207144043402,138.56081762317308,104.2268150365423,1,1,0,0
CDS 2 2022,Easy,75.39111787420269,63.045767406894555,39.2423571346454,177.67924241574264,114.6334750088481,1,1,1,1
CDS 1 2023,Hard,44.28142766959844,49.81467589630034,17.569929871871487,111.66603343777027,61.85135754146993,0,0,0,0
CDS 2 2023,Moderate,63.76409526097517,37.564043024703665,25.979484456424895,127.30762274210373,89.74357971740007,0,1,0,0
CDS 1 2022,Moderate,71.2543478441477,67.71207543907155,23.10588107132672,162.07230435454596,94.36022891547442,1,1,1,0
Standard Mock,Moderate,50.99379265352131,44.05657829101219,41.38391925608383,136.43429020061734,92.37771190960514,1,1,0,0
CDS 1 2023,Hard,61.03187431082343,38.04648512713247,25.647087983086458,124.72544742104236,86.67896229390989,1,1,0,0
CDS 1 2022,Moderate,60.40919175395721,56.889892145041514,24.978125442185274,142.277209341184,85.38731719614248,1,1,0,0
Standard Mock,Moderate,54.867864335284146,36.06780750469785,32.714000846599816,123.64967268658181,87.58186518188396,0,0,0,0
CDS 1 2022,Moderate,34.376663412046895,76.95138505935499,33.08972237399831,144.41777084540018,67.46638578604521,1,1,0,0
CDS 2 2023,Moderate,67.84604287898024,44.84531004950079,34.80739620265605,147.4987491311371,102.6534390816363,1,1,1,1
CDS 2 2023,Moderate,60.22465892812046,33.83024621629386,40.4711911517521,134.52609629616643,100.69585007987257,1,1,0,0
CDS 2 2023,Moderate,71.14321694668872,56.61822870849521,42.15381315441244,169.91525880959637,113.29703010110117,1,1,1,1
CDS 1 2023,Hard,59.38475738809727,48.07433483160184,30.15693326155192,137.61602548125103,89.54169064964918,1,1,1,0
Standard Mock,Moderate,65.91814133741379,41.11677872523719,31.45959289058976,138.49451295324073,97.37773422800355,1,1,0,0
Standard Mock,Moderate,61.01856295261987,33.13071509215319,50.49020151495188,144.63947955972495,111.50876446757175,1,1,0,1
Standard Mock,Moderate,45.324747342475604,48.61065242227222,36.647608412365166,130.583008177113,81.97235575484078,0,1,0,0
CDS 2 2022,Easy,66.73341664370409,52.32157294438234,42.439531979085004,161.49452156717143,109.1729486227891,1,1,1,1
Standard Mock,Moderate,74.89863438602082,38.05803570263705,18.990960215234843,131.9476303038927,93.88959460125565,0,1,0,0
Standard Mock,Moderate,58.96745239850953,45.88974714681515,18.568111888458326,123.42531143378301,77.53556428696785,0,0,0,0
CDS 2 2023,Moderate,76.61470165728018,50.7684108686242,35.20886488295962,162.591977408864,111.8235665402398,1,1,1,1
Standard Mock,Moderate,47.3983523482742,43.49764343611275,28.836385919605227,119.73238170399219,76.23473826787944,0,0,0,0
CDS 2 2023,Moderate,56.82284903243766,54.692292728701496,47.81643795003769,159.33157971117683,104.63928698247534,1,1,1,1
CDS 1 2022,Moderate,48.88542043062968,53.978660981961426,37.46504778432005,140.32912919691114,86.35046821494973,1,1,0,0
Standard Mock,Moderate,71.40149038521267,35.818869698065576,50.805406865683736,158.02576694896197,122.2068972508964,1,1,1,1
CDS 1 2023,Hard,46.89142488789662,37.19176169071622,19.93937712868307,104.02256370729592,66.8308020165797,0,0,0,0
CDS 2 2023,Moderate,64.66358374446335,47.08858771628973,44.87334516589102,156.6255166266441,109.53692891035436,1,1,1,1
CDS 2 2023,Moderate,56.80152476745156,37.97828518043973,36.51757992248741,131.2973898703787,93.31910468993897,1,1,0,0
CDS 2 2022,Easy,85.89538721694774,57.216886946748694,23.923389728819412,167.03566389251586,109.81877694576715,1,1,1,1
CDS 1 2023,Hard,75.2360621922964,37.71953157998207,30.054398756479983,143.00999252875846,105.29046094877638,1,1,1,1
CDS 2 2022,Easy,61.42554577189573,71.47418169611836,38.19608318237592,171.09581065039,99.62162895427164,1,1,1,0
CDS 2 2023,Moderate,37.88138088670493,30.912514170598257,50.33433701296325,119.12823207026645,88.21571789966819,0,0,0,0
CDS 1 2022,Moderate,57.333476707655855,55.06263923724864,30.70755579701338,143.10367174191788,88.04103250466923,1,1,0,0
CDS 1 2022,Moderate,44.01875648116253,72.29171547944223,39.62172666081943,155.93219862142416,83.64048314198195,1,1,1,0
CDS 2 2022,Easy,51.368259954071895,47.05621386644069,41.89706167610396,140.32153549661655,93.26532163017586,1,1,0,0
CDS 2 2023,Moderate,64.25887206193036,40.30215709146829,35.19147777415752,139.75250692755617,99.45034983608788,1,1,0,0
CDS 2 2023,Moderate,64.87872284871074,45.709154499272415,53.04348109786743,163.6313584458506,117.92220394657816,1,1,1,1
Standard Mock,Moderate,67.19757942148182,36.5227634781839,22.067270421288363,125.78761332095408,89.26484984277019,0,1,0,0
CDS 1 2022,Moderate,64.72406277880377,52.26736018542792,49.84116028535965,166.83258324959132,114.56522306416342,1,1,1,1
CDS 1 2022,Moderate,56.86941969476845,32.99510719236339,34.99291405423354,124.85744094136538,91.86233374900199,0,0,0,0
CDS 1 2023,Hard,61.045153263553665,34.574916006003036,37.05866449858728,132.67873376814399,98.10381776214095,1,1,0,1
CDS 1 2022,Moderate,55.299578522404985,42.75936316751285,37.658782296520485,135.71772398643833,92.95836081892547,0,1,0,0
Standard Mock,Moderate,59.338673853741774,45.03569159104804,55.99721789166516,160.371583336455,115.33589174540694,1,1,1,1
CDS 2 2022,Easy,61.41659847978778,63.93030365799924,33.52458194364841,158.87148408143543,94.94118042343618,1,1,1,0
CDS 2 2022,Easy,63.18775826781897,70.85564838727615,33.506269616785744,167.54967627188086,96.69402788460471,1,1,1,0
CDS 2 2022,Easy,79.19603004513637,32.60152058367261,33.99576434261295,145.79331497142192,113.19179438774933,1,1,0,1
CDS 2 2022,Easy,75.07513689836922,64.48750718995322,33.15370174239996,172.7163458307224,108.22883864076918,1,1,1,1
CDS 2 2023,Moderate,40.298961822881644,33.465936848630626,43.92597338299309,117.69087205450538,84.22493520587474,0,0,0,0
Standard Mock,Moderate,67.30764119066525,36.55272696724026,35.142730678364344,139.00309883626986,102.4503718690296,1,1,0,1
CDS 1 2023,Hard,50.929636870732196,41.27073343738281,35.49054765565361,127.69091796376861,86.42018452638581,1,1,0,0
CDS 2 2023,Moderate,65.84412980472484,29.229100659467385,54.764405845154855,149.8376363093471,120.6085356498797,1,1,1,1
CDS 1 2022,Moderate,76.17212574968624,37.21459142012246,36.04355937523213,149.43027654504084,112.21568512491837,1,1,1,1
CDS 2 2023,Moderate,46.696863742610105,59.05980134309351,33.10879609222967,138.8654611779333,79.80565983483977,1,1,0,0
CDS 1 2023,Hard,53.724508796224654,22.585891719381294,42.089239441978776,118.39963995758472,95.81374823820343,0,1,0,0
CDS 2 2022,Easy,64.87911052153946,59.363582591499615,27.476065555868807,151.71875866890787,92.35517607740826,1,1,0,0
CDS 2 2023,Moderate,68.868873900973,16.74943372047439,30.792382063189468,116.41068968463685,99.66125596416246,0,0,0,0
Standard Mock,Moderate,61.98948146796494,52.85153705954037,39.367385517335094,154.2084040448404,101.35686698530003,1,1,1,1
CDS 2 2022,Easy,77.35782191822155,63.16259326540539,29.289463203509513,169.80987838713645,106.64728512173106,1,1,1,0
Standard Mock,Moderate,71.92507512477975,51.83582191102773,17.214124159934833,140.9750211957423,89.13919928471458,1,1,0,0
CDS 2 2023,Moderate,54.958201689923285,52.172117802460036,34.18477326898354,141.31509276136686,89.14297495890682,1,1,0,0
CDS 2 2023,Moderate,55.12771435886448,48.409829009856296,28.24291920838388,131.78046257710466,83.37063356724836,1,1,0,0
CDS 2 2022,Easy,54.12754061137197,63.15247939547804,29.141748711148146,146.42176871799813,83.26928932252011,1,1,0,0
CDS 2 2023,Moderate,48.51205964841344,53.551095514247415,41.66312500909212,143.72628017175296,90.17518465750555,1,1,1,0
CDS 2 2023,Moderate,42.741932712094034,62.32931283656847,28.22435347664345,133.29559902530596,70.96628618873748,1,1,0,0
CDS 2 2022,Easy,55.18834468860318,60.54473071902276,35.355957376906126,151.08903278453207,90.5443020655093,1,1,0,0
CDS 1 2023,Hard,62.83390509282596,32.8298776637003,27.987688911644035,123.6514716681703,90.82159400447,1,1,0,0
CDS 1 2023,Hard,69.22369861698508,51.746296609381545,43.91119731038063,164.88119253674725,113.1348959273657,1,1,1,1
Standard Mock,Moderate,60.85318142565024,38.03466712132122,26.917342783590737,125.8051913305622,87.77052420924097,0,1,0,0
CDS 2 2022,Easy,70.22514105265758,71.81918311535715,44.18398220888684,186.22830637690157,114.40912326154441,1,1,1,1
CDS 1 2022,Moderate,66.50450092536138,60.62337141267503,19.96919698240182,147.09706932043824,86.47369790776321,1,1,1,0
CDS 2 2022,Easy,55.01939372685587,58.00240247502033,36.16028728047648,149.18208348235268,91.17968100733235,1,1,0,0
Standard Mock,Moderate,79.95667489783965,55.28067670963419,66.09918556005361,201.33653716752747,146.05586045789326,1,1,1,1
Standard Mock,Moderate,58.168033812796125,58.65186511048603,40.345056484805504,157.16495540808765,98.51309029760162,1,1,1,0
CDS 1 2023,Hard,51.793323744428086,42.760849110296824,44.361690847298576,138.91586370202347,96.15501459172665,1,1,1,0
Standard Mock,Moderate,64.97743089091394,53.05903932737347,41.659242520544616,159.69571273883201,106.63667341145856,1,1,1,1
CDS 2 2023,Moderate,68.38940500469613,41.300378952647634,28.82746813453077,138.51725209187452,97.21687313922689,1,1,0,0
CDS 1 2022,Moderate,48.99845767028305,57.34723804214537,39.39501230620226,145.74070801863067,88.3934699764853,1,1,0,0
CDS 1 2022,Moderate,64.57772866151886,47.93284777405144,51.744924333475375,164.25550076904568,116.32265299499423,1,1,1,1
CDS 2 2022,Easy,71.68741655592513,50.35480357030719,29.08299123860686,151.12521136483917,100.77040779453199,1,1,0,0
Standard Mock,Moderate,66.95537757565778,44.47239662802981,43.491021107431436,154.91879531111903,110.44639868308921,1,1,1,1
CDS 1 2022,Moderate,59.28400748141933,43.71564959032069,19.821262533191906,122.82091960493193,79.10527001461124,0,0,0,0
CDS 2 2022,Easy,73.90383163519786,61.00798865657452,45.75205016106566,180.66387045283804,119.65588179626351,1,1,1,1
CDS 1 2023,Hard,55.4977368718096,32.076146326318636,30.05650526902541,117.63038846715365,85.55424214083502,0,1,0,0
CDS 2 2022,Easy,71.98828420202534,60.90422617591359,44.2097294438939,177.10223982183282,116.19801364591925,1,1,1,1
Standard Mock,Moderate,54.739651573324196,61.16583254104435,13.466570801287556,129.37205491565612,68.20622237461176,0,1,0,0
Standard Mock,Moderate,55.211625439915956,56.32174694296792,26.372242359568794,137.90561474245266,81.58386779948475,1,1,0,0
CDS 1 2023,Hard,51.0798736008087,47.40407139492037,38.47949107237297,136.96343606810206,89.55936467318168,1,1,1,0
Standard Mock,Moderate,66.83569323200477,62.543327824636805,21.340442887994655,150.71946394463623,88.17613611999943,1,1,1,0
CDS 1 2023,Hard,57.61250531233856,41.720661608107015,27.045782886030374,126.37894980647596,84.65828819836894,1,1,0,0
CDS 2 2023,Moderate,42.2376476710168,35.647541901815146,39.08652811480671,116.97171768763866,81.32417578582351,0,0,0,0
CDS 2 2022,Easy,51.47329714156466,68.35226049987911,24.77640813782109,144.60196577926484,76.24970527938575,1,1,0,0
CDS 1 2023,Hard,48.707366063072115,33.570382443372424,42.269821679332,124.54757018577654,90.97718774240411,1,1,0,0
CDS 2 2022,Easy,47.92642042407053,69.82973944008326,28.83475560051341,146.5909154646672,76.76117602458393,1,1,0,0
CDS 1 2023,Hard,53.441018220633325,41.92021871023345,25.61370162807519,120.97493855894197,79.05471984870852,1,1,0,0
CDS 1 2022,Moderate,65.01782736167544,65.38199075871512,46.17398815902461,176.57380627941518,111.19181552070006,1,1,1,1
CDS 2 2022,Easy,61.40231354210914,50.03841806652069,26.739523139179617,138.18025474780944,88.14183668128877,0,1,0,0
CDS 1 2023,Hard,57.60280506582886,28.514189021259483,22.289928590315114,108.40692267740346,79.89273365614397,0,0,0,0
CDS 2 2023,Moderate,63.437878815498856,48.39356394493904,34.51347648429549,146.34491924473338,97.95135529979434,1,1,1,0
CDS 1 2023,Hard,47.41504665299931,28.909202268780348,28.15679428635386,104.48104320813351,75.57184093935317,0,0,0,0
CDS 1 2022,Moderate,68.90198411124787,25.845745653142874,45.35249334723753,140.10022311162828,114.2544774584854,1,1,0,1
Standard Mock,Moderate,50.7048913980759,40.19971278711722,20.03470744909921,110.93931163429232,70.7395988471751,0,0,0,0
CDS 2 2022,Easy,64.16562030209639,43.937682242496244,25.503547803014698,133.60685034760732,89.66916810511108,0,1,0,0
CDS 1 2023,Hard,44.960426279185015,40.832132044435006,31.658138635191552,117.45069695881156,76.61856491437656,0,1,0,0
CDS 1 2022,Moderate,52.78262446662747,41.439838984952814,36.76820872139398,130.99067217297426,89.55083318802144,0,1,0,0
CDS 1 2022,Moderate,57.283448896739465,64.08553262148418,51.734520902985366,173.103502421209,109.01796979972482,1,1,1,1
CDS 1 2023,Hard,42.004187630724026,49.7367586538991,36.6378593430334,128.37880562765653,78.64204697375743,1,1,0,0
CDS 2 2023,Moderate,48.51736711247382,66.45518302095064,43.18777643754861,158.16032657097307,91.70514355002243,1,1,1,0
CDS 2 2022,Easy,53.77455193755586,67.21193760212203,30.824971789857365,151.81146132953526,84.59952372741323,1,1,0,0
CDS 1 2023,Hard,57.71495310825648,44.08707059680596,34.41181020191618,136.2138339069786,92.12676331017266,1,1,1,0
CDS 1 2023,Hard,58.90695920928144,52.56781247945738,19.388222973511336,130.86299466225014,78.29518218279277,1,1,0,0
CDS 1 2022,Moderate,71.69589992427774,47.47827660223365,32.70609255931972,151.88026908583112,104.40199248359747,1,1,1,0
CDS 1 2022,Moderate,44.68892497444278,54.86468930056973,40.14254756017835,139.69616183519085,84.83147253462113,1,1,0,0
Standard Mock,Moderate,59.37808983000689,43.991073228240715,46.24353359870503,149.61269665695264,105.62162342871193,1,1,1,1
Standard Mock,Moderate,65.646059258936,47.717374189509144,24.803356613078844,138.166790061524,90.44941587201485,1,1,0,0
Standard Mock,Moderate,58.25645742097164,43.5656768539997,37.25307922040942,139.07521349538075,95.50953664138106,1,1,0,0
CDS 1 2022,Moderate,58.68527404328332,42.75882915314139,43.26047171441506,144.70457491083977,101.94574575769838,1,1,0,0
CDS 1 2023,Hard,38.93422899261321,56.577448944285834,43.99667123364337,139.5083491705424,82.93090022625657,1,1,1,0
CDS 1 2023,Hard,42.07737304894381,33.96430275338388,35.517662441961555,111.55933824428925,77.59503549090536,0,0,0,0
CDS 2 2022,Easy,67.6348721533106,52.187106396204136,42.94224129013494,162.76421983964968,110.57711344344554,1,1,1,1
CDS 1 2022,Moderate,52.16234334413603,37.00569701422509,28.094589476837406,117.26262983519854,80.25693282097345,0,0,0,0
CDS 1 2022,Moderate,51.681777917695555,39.410880130670975,34.328217099506446,125.42087514787298,86.009995017202,0,0,0,0
CDS 1 2022,Moderate,66.8205206571262,41.039361103559486,49.87246155335927,157.73234331404495,116.69298221048547,1,1,1,1
CDS 1 2022,Moderate,62.39404500535377,53.66402725103129,39.996851103029336,156.0549233594144,102.3908961083831,1,1,1,0
CDS 2 2023,Moderate,60.759552679160876,53.786987432167884,42.426824183597226,156.97336429492597,103.1863768627581,1,1,1,1
CDS 2 2023,Moderate,47.62337577672702,58.647490047200904,43.69156064389273,149.96242646782065,91.31493642061974,1,1,1,0
Standard Mock,Moderate,52.367138958214184,56.199947913732835,35.37937835447602,143.94646522642304,87.7465173126902,1,1,0,0
CDS 1 2023,Hard,52.906861804206386,68.36646993543232,38.58382438212809,159.8571561217668,91.49068618633447,1,1,1,0
CDS 2 2023,Moderate,52.140139673650175,51.64582314725851,21.18955396846225,124.97551678937094,73.32969364211243,0,1,0,0
CDS 2 2022,Easy,72.21562505126144,72.43912795985241,37.69133626155231,182.34608927266618,109.90696131281375,1,1,1,1
CDS 1 2023,Hard,41.613942002767516,32.72967015089328,35.54334898425289,109.88696113791369,77.1572909870204,0,0,0,0
CDS 2 2023,Moderate,77.19377906207296,38.800120946599826,54.92515353168118,170.91905354035399,132.11893259375415,1,1,1,1
CDS 2 2022,Easy,59.5044286409142,50.35443220252583,48.59587886979802,158.45473971323804,108.10030751071221,1,1,1,1
CDS 2 2023,Moderate,59.54588782067762,24.963922125628123,35.2538842054241,119.76369415172985,94.79977202610172,0,0,0,0
CDS 1 2022,Moderate,59.86162253905763,42.082526131202734,28.10272225935826,130.04687092961862,87.96434479841588,0,1,0,0
Standard Mock,Moderate,74.43632003468814,57.75846224097573,22.434931057207436,154.6297133328713,96.87125109189557,1,1,1,0
CDS 2 2022,Easy,62.21037069668191,64.48446275262053,37.202398315041656,163.8972317643441,99.41276901172357,1,1,1,0
CDS 2 2022,Easy,68.4005129456889,66.61821592639433,45.70612997219531,180.72485884427854,114.10664291788422,1,1,1,1
CDS 1 2023,Hard,51.686916168166775,26.978193681306422,25.102106123937997,103.7672159734112,76.78902229210478,0,0,0,0
CDS 2 2022,Easy,56.74589470021045,69.93615496884144,69.49094425308725,196.17299392213914,126.2368389532977,1,1,1,1
Standard Mock,Moderate,46.489256337919784,53.7823927406219,21.7754204325643,122.04706951110599,68.26467677048409,0,0,0,0
CDS 1 2023,Hard,60.47264797377967,36.94053047735562,34.39107068253892,131.8042491336742,94.86371865631858,1,1,0,0
CDS 2 2022,Easy,63.745457399970995,56.03071607551996,43.27879524159357,163.05496871708453,107.02425264156457,1,1,1,1
CDS 1 2022,Moderate,37.80699627252465,37.78312278887624,32.70200369424806,108.29212275564895,70.5089999667727,0,0,0,0
CDS 1 2023,Hard,56.75211418908512,44.40977998569166,53.88207202082728,155.04396619560407,110.6341862099124,1,1,1,1
Standard Mock,Moderate,56.86470313827602,53.79225464651055,44.21801501977252,154.8749728045591,101.08271815804855,1,1,1,1
Standard Mock,Moderate,64.20094490451841,72.6785227779545,41.06850593215671,177.94797361462963,105.26945083667512,1,1,1,1
CDS 1 2023,Hard,43.69111564674084,28.88342644022154,33.789056614491635,106.36359870145401,77.48017226123247,0,0,0,0
Standard Mock,Moderate,65.55512646342248,42.99159823673899,25.813134885139057,134.3598595853005,91.36826134856153,0,1,0,0
CDS 1 2023,Hard,52.049100857620935,51.02145332730896,37.80653375475767,140.87708793968756,89.85563461237861,1,1,1,0
Standard Mock,Moderate,47.542826235536154,39.48504174300993,35.54934110999849,122.57720908854458,83.09216734553465,0,0,0,0
Standard Mock,Moderate,47.414950893246655,44.29820653853017,32.82982949575629,124.54298692753312,80.24478038900295,0,0,0,0
CDS 2 2023,Moderate,84.26716486345522,31.46858999094915,39.32959825360696,155.06535310801132,123.59676311706218,1,1,1,1
CDS 1 2022,Moderate,54.352259958290574,73.0613132744391,45.213832954293984,172.62740618702367,99.56609291258457,1,1,1,0
CDS 2 2022,Easy,49.140166877620416,77.45158210446138,21.20075614860955,147.79250513069135,70.34092302622997,1,1,0,0
Standard Mock,Moderate,63.89614177370904,54.415549033469226,26.317072681236336,144.6287634884146,90.21321445494537,1,1,0,0
CDS 2 2022,Easy,38.64252260983122,58.93385407411702,40.03375506597161,137.61013174991984,78.67627767580282,0,1,0,0
CDS 1 2023,Hard,64.2427013953783,41.02824593684031,21.888832381659697,127.15977971387831,86.131533777038,1,1,0,0
CDS 1 2022,Moderate,50.74575373940412,37.25584413164371,37.55383755674317,125.55543542779101,88.2995912961473,0,0,0,0
CDS 1 2023,Hard,50.918991608397796,47.81363490188389,22.033476841678166,120.76610335195986,72.95246845007597,1,1,0,0
CDS 1 2023,Hard,63.58451116656666,40.45885593952034,28.12303544034069,132.1664025464277,91.70754660690734,1,1,0,0
